Date,Close
"may 09, 2022","11,623.25"
"may 06, 2022","12,144.66"
"may 05, 2022","12,317.69"
"may 04, 2022","12,964.86"
"may 03, 2022","12,563.76"
"may 02, 2022","12,536.02"
"Apr 29, 2022","12,334.64"
"Apr 28, 2022","12,871.53"
"Apr 27, 2022","12,488.93"
"Apr 26, 2022","12,490.74"
"Apr 25, 2022","13,004.85"
"Apr 22, 2022","12,839.29"
"Apr 21, 2022","13,174.65"
"Apr 20, 2022","13,453.07"
"Apr 19, 2022","13,619.66"
"Apr 18, 2022","13,332.36"
"Apr 14, 2022","13,351.08"
"Apr 13, 2022","13,643.59"
"Apr 12, 2022","13,371.57"
"Apr 11, 2022","13,411.96"
"Apr 08, 2022","13,711.00"
"Apr 07, 2022","13,897.30"
"Apr 06, 2022","13,888.82"
"Apr 05, 2022","14,204.17"
"Apr 04, 2022","14,532.55"
"Apr 01, 2022","14,261.50"
"mar 31, 2022","14,220.52"
"mar 30, 2022","14,442.27"
"mar 29, 2022","14,619.64"
"mar 28, 2022","14,354.90"
"mar 25, 2022","14,169.30"
"mar 24, 2022","14,191.84"
"mar 23, 2022","13,922.60"
"mar 22, 2022","14,108.82"
"mar 21, 2022","13,838.46"
"mar 18, 2022","13,893.84"
"mar 17, 2022","13,614.78"
"mar 16, 2022","13,436.55"
"mar 15, 2022","12,948.62"
"mar 14, 2022","12,581.22"
"mar 11, 2022","12,843.81"
"mar 10, 2022","13,129.96"
"mar 09, 2022","13,255.55"
"mar 08, 2022","12,795.55"
"mar 07, 2022","12,830.96"
"mar 04, 2022","13,313.44"
"mar 03, 2022","13,537.94"
"mar 02, 2022","13,752.02"
"mar 01, 2022","13,532.46"
"feb 28, 2022","13,751.40"
"feb 25, 2022","13,694.62"
"feb 24, 2022","13,473.59"
"feb 23, 2022","13,037.49"
"feb 22, 2022","13,381.52"
"feb 18, 2022","13,548.07"
"feb 17, 2022","13,716.72"
"feb 16, 2022","14,124.09"
"feb 15, 2022","14,139.76"
"feb 14, 2022","13,790.92"
"feb 11, 2022","13,791.15"
"feb 10, 2022","14,185.64"
"feb 09, 2022","14,490.37"
"feb 08, 2022","14,194.45"
"feb 07, 2022","14,015.67"
"feb 04, 2022","14,098.01"
"feb 03, 2022","13,878.82"
"feb 02, 2022","14,417.55"
"feb 01, 2022","14,346.00"
"Jan 31, 2022","14,239.88"
"Jan 28, 2022","13,770.57"
"Jan 27, 2022","13,352.78"
"Jan 26, 2022","13,542.12"
"Jan 25, 2022","13,539.29"
"Jan 24, 2022","13,855.13"
"Jan 21, 2022","13,768.92"
"Jan 20, 2022","14,154.02"
"Jan 19, 2022","14,340.26"
"Jan 18, 2022","14,506.90"
"Jan 14, 2022","14,893.75"
"Jan 13, 2022","14,806.81"
"Jan 12, 2022","15,188.39"
"Jan 11, 2022","15,153.45"
"Jan 10, 2022","14,942.83"
"Jan 07, 2022","14,935.90"
"Jan 06, 2022","15,080.86"
"Jan 05, 2022","15,100.17"
"Jan 04, 2022","15,622.72"
"Jan 03, 2022","15,832.80"
