Date,Close
"Aug 31, 2022","3,955.00"
"Aug 30, 2022","3,986.16"
"Aug 29, 2022","4,030.61"
"Aug 26, 2022","4,057.66"
"Aug 25, 2022","4,199.12"
"Aug 24, 2022","4,140.77"
"Aug 23, 2022","4,128.73"
"Aug 22, 2022","4,137.99"
"Aug 19, 2022","4,228.48"
"Aug 18, 2022","4,283.74"
"Aug 17, 2022","4,274.04"
"Aug 16, 2022","4,305.20"
"Aug 15, 2022","4,297.14"
"Aug 12, 2022","4,280.15"
"Aug 11, 2022","4,207.27"
"Aug 10, 2022","4,210.24"
"Aug 09, 2022","4,122.47"
"Aug 08, 2022","4,140.06"
"Aug 05, 2022","4,145.19"
"Aug 04, 2022","4,151.94"
"Aug 03, 2022","4,155.17"
"Aug 02, 2022","4,091.19"
"Aug 01, 2022","4,118.63"
"jul 29, 2022","4,130.29"
"jul 28, 2022","4,072.43"
"jul 27, 2022","4,023.61"
"jul 26, 2022","3,921.05"
"jul 25, 2022","3,966.84"
"jul 22, 2022","3,961.63"
"jul 21, 2022","3,998.95"
"jul 20, 2022","3,959.90"
"jul 19, 2022","3,936.69"
"jul 18, 2022","3,830.85"
"jul 15, 2022","3,863.16"
"jul 14, 2022","3,790.38"
"jul 13, 2022","3,801.78"
"jul 12, 2022","3,818.80"
"jul 11, 2022","3,854.43"
"jul 08, 2022","3,899.38"
"jul 07, 2022","3,902.62"
"jul 06, 2022","3,845.08"
"jul 05, 2022","3,831.39"
"jul 01, 2022","3,825.33"
"jun 30, 2022","3,785.38"
"jun 29, 2022","3,818.83"
"jun 28, 2022","3,821.55"
"jun 27, 2022","3,900.11"
"jun 24, 2022","3,911.74"
"jun 23, 2022","3,795.73"
"jun 22, 2022","3,759.89"
"jun 21, 2022","3,764.79"
"jun 17, 2022","3,674.84"
"jun 16, 2022","3,666.77"
"jun 15, 2022","3,789.99"
"jun 14, 2022","3,735.48"
"jun 13, 2022","3,749.63"
"jun 10, 2022","3,900.86"
"jun 09, 2022","4,017.82"
"jun 08, 2022","4,115.77"
"jun 07, 2022","4,160.68"
"jun 06, 2022","4,121.43"
"jun 03, 2022","4,108.54"
"jun 02, 2022","4,176.82"
"jun 01, 2022","4,101.23"
"may 31, 2022","4,132.15"
"may 27, 2022","4,158.24"
"may 26, 2022","4,057.84"
"may 25, 2022","3,978.73"
"may 24, 2022","3,941.48"
"may 23, 2022","3,973.75"
"may 20, 2022","3,901.36"
"may 19, 2022","3,900.79"
"may 18, 2022","3,923.68"
"may 17, 2022","4,088.85"
"may 16, 2022","4,008.01"
"may 13, 2022","4,023.89"
"may 12, 2022","3,930.08"
"may 11, 2022","3,935.18"
"may 10, 2022","4,001.05"
"may 09, 2022","3,991.24"
"may 06, 2022","4,123.34"
"may 05, 2022","4,146.87"
"may 04, 2022","4,300.17"
"may 03, 2022","4,175.48"
"may 02, 2022","4,155.38"
"Apr 29, 2022","4,131.93"
"Apr 28, 2022","4,287.50"
"Apr 27, 2022","4,183.96"
"Apr 26, 2022","4,175.20"
"Apr 25, 2022","4,296.12"
"Apr 22, 2022","4,271.78"
"Apr 21, 2022","4,393.66"
"Apr 20, 2022","4,459.45"
"Apr 19, 2022","4,462.21"
"Apr 18, 2022","4,391.69"
"Apr 14, 2022","4,392.59"
"Apr 13, 2022","4,446.59"
"Apr 12, 2022","4,397.45"
"Apr 11, 2022","4,412.53"
"Apr 08, 2022","4,488.28"
"Apr 07, 2022","4,500.21"
"Apr 06, 2022","4,481.15"
"Apr 05, 2022","4,525.12"
"Apr 04, 2022","4,582.64"
"Apr 01, 2022","4,545.86"
"mar 31, 2022","4,530.41"
"mar 30, 2022","4,602.45"
"mar 29, 2022","4,631.60"
"mar 28, 2022","4,575.52"
"mar 25, 2022","4,543.06"
"mar 24, 2022","4,520.16"
"mar 23, 2022","4,456.24"
"mar 22, 2022","4,511.61"
"mar 21, 2022","4,461.18"
"mar 18, 2022","4,463.12"
"mar 17, 2022","4,411.67"
"mar 16, 2022","4,357.86"
"mar 15, 2022","4,262.45"
"mar 14, 2022","4,173.11"
"mar 11, 2022","4,204.31"
"mar 10, 2022","4,259.52"
"mar 09, 2022","4,277.88"
"mar 08, 2022","4,170.70"
"mar 07, 2022","4,201.09"
"mar 04, 2022","4,328.87"
"mar 03, 2022","4,363.49"
"mar 02, 2022","4,386.54"
"mar 01, 2022","4,306.26"
"feb 28, 2022","4,373.94"
"feb 25, 2022","4,384.65"
"feb 24, 2022","4,288.70"
"feb 23, 2022","4,225.50"
"feb 22, 2022","4,304.76"
"feb 18, 2022","4,348.87"
"feb 17, 2022","4,380.26"
"feb 16, 2022","4,475.01"
"feb 15, 2022","4,471.07"
"feb 14, 2022","4,401.67"
"feb 11, 2022","4,418.64"
"feb 10, 2022","4,504.08"
"feb 09, 2022","4,587.18"
"feb 08, 2022","4,521.54"
"feb 07, 2022","4,483.87"
"feb 04, 2022","4,500.53"
"feb 03, 2022","4,477.44"
"feb 02, 2022","4,589.38"
"feb 01, 2022","4,546.54"
"Jan 31, 2022","4,515.55"
"Jan 28, 2022","4,431.85"
"Jan 27, 2022","4,326.51"
"Jan 26, 2022","4,349.93"
"Jan 25, 2022","4,356.45"
"Jan 24, 2022","4,410.13"
"Jan 21, 2022","4,397.94"
"Jan 20, 2022","4,482.73"
"Jan 19, 2022","4,532.76"
"Jan 18, 2022","4,577.11"
"Jan 14, 2022","4,662.85"
"Jan 13, 2022","4,659.03"
"Jan 12, 2022","4,726.35"
"Jan 11, 2022","4,713.07"
"Jan 10, 2022","4,670.29"
"Jan 07, 2022","4,677.03"
"Jan 06, 2022","4,696.05"
"Jan 05, 2022","4,700.58"
"Jan 04, 2022","4,793.54"
"Jan 03, 2022","4,796.56"
